node_names,edges,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
Pyralis_farinalis,0.022434,9.284173,39.365685,13.460021,41.205368,17.218012,45.58486,19.688707,50.73769,22.78456,55.198875,25.665676,60.31381,29.400152,64.56224,34.38981,67.187584,40.14821,68.28289,46.041016,68.42657,51.61355,68.16233,57.04054,66.228424,62.308975,64.300026,67.21943,61.58616,72.20316,58.5916,77.532974,56.41224,81.63316,52.54189,84.86222,48.248863,88.44626,44.19033,91.60865,39.58715,94.52526,34.69946,96.88158,29.653822,96.66655,23.744684,95.742065,18.331837,94.07972,13.466817,90.78639,9.594923,87.317085,5.9724655,82.89507,2.581472,77.35133,0.73375523,73.10928,-1.8458556,80.133575,-4.317361,87.940056,-5.5256925,95.54841,-7.2950697,102.208015,-10.117342,107.56301,-14.527726,109.97543,-21.059694,112.25907,-28.440376,115.09777,-35.721546,117.939766,-43.05725,119.402374,-50.96002,119.25636,-59.34183,117.89228,-66.58556,113.747856,-72.68563,106.32878,-75.04127,98.10455,-74.921326,90.40017,-73.54308,83.374725,-71.2852,76.38924,-68.42173,69.99985,-65.32149,63.36238,-61.515095,56.90831,-57.80091,50.848755,-53.914238,44.391113,-49.779106,38.088173,-45.073277,31.73719,-40.538788,25.384748,-35.620766,20.18594,-30.10656,15.84226,-25.11478,11.1068,-19.25863,-9.515753,-18.40898,-14.621444,-22.547022,-18.447815,-28.11008,-23.73869,-33.495693,-29.644892,-38.36018,-35.894314,-42.64397,-42.07519,-47.072083,-48.333443,-51.36484,-54.92939,-55.495857,-61.591373,-59.03982,-68.25015,-62.59104,-74.968376,-65.857864,-82.03087,-68.62294,-89.21113,-70.75109,-96.76576,-72.14142,-104.379135,-72.909195,-112.01188,-71.59921,-118.42775,-67.92614,-120.73842,-60.805546,-121.18345,-52.88483,-120.211334,-44.974354,-117.66424,-37.669968,-114.94005,-30.532335,-112.66383,-23.214832,-109.52312,-16.201319,-105.773834,-9.751032,-99.962685,-5.5237417,-92.37829,-3.929264,-84.42168,-3.7703109,-76.45134,-2.9278724,-77.679016,0.52293986,-82.97743,2.929798,-87.85308,5.692836,-91.51391,9.476631,-95.29248,13.323931,-97.20896,18.423964,-97.77839,23.985691,-97.14051,29.853422,-94.93905,35.089256,-92.70484,40.499058,-88.7216,45.146446,-84.86594,49.542004,-81.392136,53.971817,-76.63411,56.955643,-71.47699,59.70272,-66.47086,62.712074,-60.922924,64.62033,-55.39053,66.56476,-49.974,67.65045,-44.21088,67.631065,-38.11109,67.2672,-33.458775,65.30838,-29.35513,61.697445,-25.17204,58.158005,-21.384548,53.58068,-19.114449,49.02662,-16.6623,43.804276,-13.720779,39.41464,-10.4441595,37.814167
xx_64,0.008001514,6.768512,20.572367,10.06169,24.384584,13.609923,30.012033,17.191147,35.4743,21.151659,41.45138,25.274406,46.800873,29.190826,52.04913,32.75267,57.666527,36.740005,62.43475,41.250923,66.423744,45.97956,70.40612,51.356403,73.18879,57.379013,74.065186,62.882103,74.4108,67.57294,74.558495,71.96276,73.693825,75.779854,71.34134,78.34437,67.77263,79.82729,63.61924,80.65543,58.951042,80.855835,53.430855,81.11327,47.296066,81.32027,41.055847,80.29998,34.847492,78.519035,28.968317,75.97251,23.134531,72.52936,17.401268,68.95917,12.709274,64.57288,8.38312,61.041862,4.714009,67.91283,2.7350626,75.37224,0.07484152,82.1647,-4.922426,87.84744,-11.493898,92.89403,-18.687038,97.20763,-26.102535,101.535805,-34.035572,105.69999,-41.862267,109.78349,-49.631668,113.61187,-57.476055,116.44778,-65.6309,117.86494,-74.00642,117.12574,-81.80971,112.62942,-87.309265,105.25754,-88.96957,96.770294,-88.118195,88.47073,-85.40914,80.453735,-81.466866,72.83361,-76.77832,65.595375,-71.57477,58.5252,-66.02739,51.562946,-60.17813,44.74588,-54.083347,38.127613,-47.982998,31.616966,-41.658558,25.334175,-35.147915,19.371477,-28.362936,13.783563,-21.336807,8.0484,-15.08546,-8.116228,-14.968309,-13.865148,-20.988962,-19.597734,-28.014612,-25.64282,-34.71602,-31.988522,-41.34548,-38.519363,-47.62579,-45.096004,-53.703194,-51.820736,-59.67082,-58.79801,-65.56071,-65.94398,-71.178986,-73.29118,-76.440285,-80.86133,-81.18972,-88.81812,-85.153786,-97.21395,-87.89179,-105.81646,-88.76242,-113.52663,-86.86661,-117.79536,-81.11847,-118.072014,-73.237465,-116.36028,-64.943184,-113.29312,-56.750652,-109.48594,-48.829376,-105.47168,-41.17289,-101.36611,-33.466686,-97.15214,-25.65312,-92.78769,-18.417877,-87.953674,-11.326495,-82.218376,-4.751154,-75.5087,0.115761235,-67.79456,2.7782059,-60.460236,4.328983,-64.20487,7.9330244,-68.68879,12.232989,-72.466484,16.845224,-76.00169,22.554573,-78.58001,28.34524,-80.521736,34.272064,-81.459755,40.540997,-81.15293,46.77849,-80.9259,52.846527,-80.64178,58.455246,-79.64775,63.303894,-78.10002,67.5903,-75.51293,71.279655,-71.602844,73.72585,-67.089066,74.69747,-62.293926,74.608925,-56.87351,74.137146,-51.037167,73.05171,-45.86486,70.10747,-41.276684,66.07171,-36.70471,62.15737,-32.555393,57.469173,-28.938272,51.87965,-25.023087,46.66015,-20.839848,41.372555,-16.87495,35.42245,-13.492874,29.823393,-9.99586,24.11775,-6.4988327,20.281843
Pharmacophagus_antenor,0.018514,5.1760473,13.103099,10.410604,18.686491,14.909872,25.579983,19.355669,32.47504,24.072054,39.100582,29.660957,45.036037,35.414196,50.160923,40.72761,56.33969,45.027527,63.048546,49.80973,69.03805,56.736443,69.78052,63.77892,69.80796,70.7706,68.07716,77.82258,66.378265,84.126884,71.84433,89.05388,78.327034,94.48985,83.33266,96.471466,77.871445,90.652435,71.861916,85.191505,65.80576,80.700134,59.13403,81.59652,51.690655,84.87795,45.397717,81.5334,38.389755,83.99933,30.992535,82.099365,23.818089,77.361115,17.720331,75.407425,9.979848,69.85084,4.197229,64.13622,-1.2835901,70.432175,-5.270961,76.283714,-11.1966915,82.35222,-16.64802,86.07437,-23.80673,90.55139,-30.737686,94.68713,-37.649086,98.91615,-44.51031,103.564476,-51.2485,108.53292,-57.703445,113.50365,-63.944786,116.98404,-71.24048,115.14811,-78.8014,107.73462,-81.723175,99.27902,-82.27828,91.37153,-80.96181,83.624214,-78.71671,76.73508,-74.96347,70.02738,-71.072205,63.592648,-66.631676,57.10479,-61.990284,50.479557,-57.584827,44.097626,-52.870743,37.772636,-48.00114,31.838745,-42.961437,26.293913,-37.58974,21.15954,-31.366247,15.540379,-25.803202,11.259322,-20.364248,6.6408653,-14.447687,-5.1839523,-12.388234,-9.617442,-19.117538,-14.688001,-25.732735,-20.000912,-32.216812,-25.76213,-38.27569,-31.624641,-43.58165,-37.72801,-48.687927,-44.299038,-53.269737,-50.829365,-58.118164,-57.51239,-62.831333,-64.08573,-67.35051,-70.90538,-71.46646,-77.8273,-75.4168,-84.986565,-78.848915,-92.47954,-81.08559,-100.78756,-81.80213,-108.66876,-80.681465,-115.345146,-76.90045,-116.900345,-69.556366,-112.40744,-62.822586,-107.48684,-56.47688,-102.98888,-49.81487,-98.342445,-43.10482,-94.50237,-36.164097,-90.423294,-29.569143,-86.24186,-22.879124,-81.793045,-16.280285,-75.94969,-10.873376,-69.68363,-5.7039037,-62.90192,-2.5545554,-68.09656,3.3595672,-73.944916,8.709627,-77.30841,15.4284115,-81.01917,22.451097,-84.35835,29.936203,-83.27843,36.60185,-83.47125,44.259686,-83.76539,51.413387,-79.73749,56.983326,-82.29532,64.63503,-87.04443,71.07206,-92.976974,76.797325,-96.364204,83.99324,-89.65627,82.54537,-84.41988,76.09218,-78.96666,69.68932,-71.6947,68.863884,-64.80308,71.44826,-57.599075,70.8603,-50.13904,70.59627,-45.117016,64.01928,-41.284676,56.531895,-35.672497,50.833057,-29.811104,45.73917,-24.975496,39.601673,-21.006699,32.2636,-17.09735,24.845432,-12.446729,18.100395,-6.4985247,12.294144
Battus_philenor,0.007593,7.645529,15.517127,11.4797535,21.557842,15.002658,28.434456,18.552134,35.310852,22.145794,42.249786,25.359447,49.16247,27.793655,55.95308,33.34043,60.56108,38.850853,65.55371,42.589046,72.11043,47.686264,77.06184,54.461384,76.346825,61.321453,75.42561,67.84526,73.66671,74.17435,74.691826,79.599945,79.983475,84.51337,81.95875,84.47981,77.390564,80.64441,70.569016,79.01234,63.821526,79.83326,57.41558,80.83219,50.17745,83.11046,43.43301,81.96369,36.139545,82.794464,28.867744,80.071815,21.889336,76.67756,15.122118,72.629295,9.308768,66.8067,4.270451,62.10589,-0.23426981,70.63074,-1.380363,78.455055,-3.4381309,84.59091,-7.9922934,89.36423,-14.626691,92.818634,-22.323057,95.20817,-30.442215,97.29905,-38.351467,100.103165,-46.196526,103.59817,-53.72635,107.16684,-61.439865,110.36073,-69.22172,112.32777,-77.50279,111.19523,-85.444244,104.9096,-89.66508,96.30207,-89.58386,87.99274,-87.60071,80.17412,-84.62981,72.697174,-80.69697,65.51355,-75.94328,58.573215,-70.77748,51.812424,-65.52772,45.14074,-60.06643,38.913345,-54.27388,32.82874,-48.34479,26.864267,-42.32555,21.217108,-36.047054,16.203732,-29.354214,11.466039,-22.588081,6.890548,-16.085228,-6.728115,-16.464504,-11.207231,-22.80621,-16.205973,-29.697977,-21.545086,-36.63651,-27.313976,-43.111748,-33.099873,-49.508503,-39.13327,-55.438637,-45.409332,-61.141315,-52.098614,-66.70523,-58.862736,-71.95024,-66.017525,-77.108284,-73.25942,-81.78745,-80.818474,-85.565895,-88.772545,-88.556984,-97.10749,-90.28311,-105.77131,-89.74492,-111.44458,-85.32976,-112.53404,-77.20732,-110.00254,-69.068855,-106.76774,-61.253464,-103.52401,-53.423607,-99.73286,-45.84742,-97.46921,-37.69626,-95.17122,-29.600466,-92.296005,-21.592722,-89.176544,-14.086977,-84.34775,-7.3268237,-77.44957,-3.400492,-69.40213,-1.5204762,-61.275524,-0.30206487,-67.26101,4.523134,-72.685936,9.814149,-76.941315,15.644288,-80.58173,22.187763,-82.45548,29.589766,-82.67738,36.673935,-82.39713,43.954636,-81.55705,51.331253,-79.29409,57.794136,-78.19506,64.78009,-80.655266,71.358734,-84.59133,78.13029,-85.46817,83.53269,-80.14188,81.19358,-75.06341,75.27757,-68.50144,73.59499,-62.0385,75.8443,-54.691822,76.396576,-47.750866,77.6632,-42.920322,72.48059,-39.335426,65.76016,-33.448013,61.005226,-27.633898,56.36215,-24.106829,49.50456,-20.729853,42.395954,-17.429134,35.22367,-14.169493,28.093262,-10.673307,21.11941,-6.6014566,14.81331
Battus_belus,0.008061,6.5728064,27.643925,11.2446,32.07311,14.808939,37.547066,19.271097,42.50831,23.231066,47.79824,27.097178,52.881474,28.045303,59.00688,31.69579,63.97202,36.18153,67.43939,38.613155,73.32721,43.876244,75.16515,48.817776,76.5213,54.20916,76.097755,60.18858,73.47838,65.69778,72.26498,69.15172,67.277145,75.11775,64.6182,78.05444,59.88193,81.92709,54.896202,85.9511,50.349274,87.55805,45.298782,88.12206,39.090458,88.622345,34.413723,85.92289,28.29601,84.15946,23.232473,81.70585,18.188532,76.71791,14.010638,71.382385,10.236722,65.70699,6.843612,60.893147,3.6529996,70.016556,2.1641624,78.607796,-0.77205217,86.00968,-4.939026,92.264435,-10.348876,96.65602,-18.019032,100.57366,-26.242664,104.167656,-34.692337,107.628426,-43.039215,111.890686,-51.36638,115.65239,-59.587746,118.86219,-68.194725,120.539085,-77.37645,119.87138,-86.16792,113.50114,-91.0088,104.07862,-91.083565,95.071045,-88.644745,86.372734,-85.280876,78.24468,-80.850784,70.877914,-75.95287,63.49102,-70.38241,56.22273,-64.28298,49.19557,-57.76043,42.37711,-50.89817,36.090137,-43.939133,30.103256,-36.72791,24.223164,-29.383268,18.57747,-21.722452,13.017382,-14.14939,7.8417363,-6.6366816,-6.8886604,-8.127152,-12.782287,-14.672575,-18.447826,-22.290245,-24.425312,-29.843386,-30.387457,-37.216564,-36.61779,-44.502945,-42.946667,-51.563267,-49.595547,-58.61066,-56.494785,-64.70416,-63.546257,-70.68118,-71.00304,-76.29307,-78.76062,-81.547455,-86.72911,-85.984215,-95.397575,-89.36913,-104.41886,-91.77958,-113.97822,-91.653114,-119.53053,-85.751854,-119.645134,-76.25109,-117.75677,-67.0835,-114.20832,-58.64857,-110.4588,-50.476494,-106.7151,-42.11112,-103.4562,-33.627766,-99.632385,-25.18663,-96.03258,-16.924265,-92.28165,-8.690326,-86.10188,-2.5209394,-78.19972,1.2800074,-68.614334,2.3163028,-58.97204,3.2200336,-64.32814,6.517457,-70.42308,9.552,-76.14399,13.281886,-81.2193,18.16839,-85.99319,23.328545,-89.99673,28.809265,-90.74763,34.68841,-89.825935,41.04483,-89.1277,46.69806,-85.34226,52.06449,-83.108086,58.19352,-79.20559,62.115906,-74.14225,65.63422,-71.43389,70.91522,-64.844154,71.93103,-60.129505,76.94996,-53.44448,76.1194,-47.49322,79.337456,-42.533905,75.790085,-38.82317,70.81496,-35.151745,66.62397,-32.808475,60.080914,-30.318323,53.596863,-26.985859,47.793194,-23.220512,42.13719,-19.238047,36.295906,-14.654652,31.24653,-11.125461,26.477,-6.735157,22.363094
xx_65,0.00332342,6.340444,9.310927,10.821738,15.498356,14.587791,22.795912,17.93897,30.244032,20.843128,37.92443,23.3793,45.76164,25.74644,53.66735,28.876976,60.84157,33.24214,67.0751,38.452255,72.89191,44.817623,76.41462,51.578712,77.79504,58.316494,78.27261,64.65768,78.83955,70.332634,81.855736,75.6024,83.93579,80.05495,83.581894,80.45109,78.85855,78.55815,72.92982,76.89808,66.085236,76.6617,59.036083,77.731575,52.108982,79.02411,45.08974,80.27178,37.8864,81.099846,30.486588,80.19631,23.010262,77.84188,15.788097,73.71751,9.204478,68.497406,3.659512,63.356422,-1.3933651,70.75422,-3.1405215,78.013405,-5.9519434,84.169235,-10.651386,88.77131,-16.85751,92.35593,-23.834015,95.64984,-30.682177,98.7925,-37.943104,102.13966,-45.065777,105.734406,-52.125412,109.51291,-59.19844,112.68505,-66.51839,113.62744,-74.10789,111.00812,-80.40489,104.926125,-84.14227,96.93336,-85.251236,88.6397,-84.537994,80.60463,-82.61807,72.98622,-79.69845,65.662415,-76.05995,58.617638,-71.93914,51.750835,-67.42371,45.106907,-62.525234,38.655235,-57.233166,32.529823,-51.553005,26.755648,-45.590218,21.355228,-39.23912,16.259468,-32.755997,11.534399,-26.002428,6.846122,-20.105925,-6.763757,-20.2801,-11.535978,-26.47765,-16.300098,-33.145718,-21.436735,-39.74062,-26.936525,-46.08496,-32.824177,-52.120922,-39.059734,-57.829487,-45.550938,-63.084476,-52.224022,-68.00274,-59.12448,-72.473816,-66.171425,-76.57586,-73.54309,-80.23141,-81.220825,-83.19041,-89.23528,-85.1849,-97.663,-85.874275,-105.74389,-84.81635,-111.978935,-81.07537,-114.19138,-74.18781,-112.70619,-66.49805,-109.23586,-59.180897,-105.41498,-52.10662,-101.74251,-45.030304,-98.44338,-37.748672,-95.30562,-30.344366,-92.011665,-23.068851,-88.387245,-16.110497,-83.55315,-9.872713,-77.25427,-5.21012,-69.6343,-2.865494,-62.635983,-1.1861924,-68.307785,3.6983669,-73.72535,9.41479,-77.910194,16.131958,-80.39713,23.33587,-81.035965,30.941736,-80.45086,38.185234,-78.71621,45.420406,-77.415016,52.651108,-75.830574,59.505383,-76.21905,66.649925,-78.668785,73.78621,-80.59008,79.74024,-80.5983,84.75838,-75.49345,84.99034,-70.474365,81.95914,-64.6663,79.05123,-58.33182,77.89576,-51.5532,77.97031,-44.68764,76.58985,-38.451996,72.83901,-33.10791,67.63198,-29.006615,61.017117,-25.745922,53.918404,-23.283913,46.097626,-20.689384,38.353504,-17.802973,30.72317,-14.504444,23.276747,-10.654203,16.10537,-6.196393,10.175263
Papilio_demoleus,0.012892,6.5439744,18.573257,10.30407,22.646431,14.036102,27.07121,17.500174,32.787636,20.674944,38.681778,23.471386,44.567257,25.916986,50.622105,28.049545,56.71778,30.339855,62.857704,34.222736,67.68266,39.32666,71.86318,43.521442,76.98755,48.334568,80.42822,54.4375,81.21275,60.219357,79.03883,66.011444,76.66016,70.696556,72.8564,73.884186,67.93968,77.881836,63.575314,79.83888,57.6174,82.401054,51.65298,85.007484,45.82853,85.89623,39.25351,87.09597,33.433224,85.963264,27.525614,84.04422,21.300722,81.85637,15.763709,77.37456,11.258919,72.83128,6.791355,69.60706,2.4034562,77.86784,0.33222955,85.48645,-2.4030216,92.35017,-6.2465625,97.17477,-12.677208,100.83333,-19.756739,103.81377,-27.114431,106.34805,-34.835075,108.31599,-42.87937,110.319664,-49.893246,113.10108,-57.710682,115.67118,-65.58068,115.944244,-73.09172,114.30561,-79.97539,109.46979,-84.25298,102.16968,-86.72786,93.63625,-85.820786,85.24533,-83.260605,77.51645,-79.81143,69.709,-75.625,62.44269,-71.09177,55.561096,-65.65277,48.76048,-60.44906,42.12747,-54.32868,35.93932,-48.436394,30.160484,-41.959957,24.464336,-35.1893,18.9225,-27.949896,14.048715,-20.798513,8.739808,-14.124476,-8.32472,-15.3144655,-13.692736,-20.683985,-18.947163,-27.808657,-24.320295,-34.743828,-30.084497,-41.51149,-36.02583,-47.880184,-42.44829,-54.231842,-48.943077,-59.983738,-55.611664,-65.59135,-62.493732,-70.90454,-69.81937,-75.57217,-77.29284,-79.63041,-85.26385,-83.2113,-93.401665,-86.148125,-101.990326,-87.75433,-110.707634,-87.09004,-115.99061,-82.27868,-117.95509,-75.175255,-117.78204,-67.33927,-114.86983,-59.460804,-110.488235,-52.828987,-109.25125,-45.089596,-107.053604,-36.832134,-104.84299,-28.394833,-101.83949,-20.230164,-98.085335,-12.53353,-93.164474,-5.628867,-85.82352,-1.9332008,-77.78787,0.45177624,-69.64394,1.7510921,-72.71846,6.3090453,-76.5789,11.120999,-81.20487,15.891118,-84.61985,21.43401,-86.18442,27.861868,-87.932106,34.147694,-86.90967,40.63083,-84.52403,46.85398,-82.77436,53.1808,-78.84652,58.779144,-77.350716,65.33098,-72.87422,69.8378,-69.929855,74.9044,-65.425,78.69042,-58.977257,80.73516,-53.21266,83.52436,-46.74637,82.4705,-41.742397,78.66738,-37.690388,73.40101,-33.32608,68.58233,-29.304068,63.650444,-26.795086,57.70794,-25.103148,51.13454,-23.307138,44.59825,-20.848412,38.3335,-17.423735,32.740696,-14.2153015,26.800888,-10.72712,20.89232,-6.4971194,17.082552
Papilio_slateri,0.011371,6.8264575,16.286188,10.212226,20.583565,13.458089,25.827442,16.694872,30.96025,19.726246,36.32701,22.607384,41.814445,25.281975,47.294655,27.807802,52.79915,30.064428,58.53635,32.28298,64.22772,35.17073,69.16147,39.414383,72.662254,45.182476,73.57676,51.32158,72.70282,57.17014,71.04007,62.735287,68.68149,68.13319,66.19409,73.05256,62.879955,77.78639,58.93029,82.12314,54.58051,86.039536,49.71907,89.63336,44.52996,92.274605,39.171543,93.04098,33.357826,91.87789,27.778402,89.02715,22.71481,85.066986,18.16647,80.51495,14.342359,75.471375,10.811801,71.26393,7.440035,79.81435,5.2882547,88.29692,2.5855699,95.84266,-1.9547745,101.86706,-8.182071,106.3705,-15.445759,110.0083,-23.374401,113.40774,-31.459269,116.43837,-39.56514,119.18906,-47.929916,121.61839,-56.30966,122.92479,-65.26601,122.83399,-74.31599,120.07658,-82.12054,112.77039,-86.20477,103.55706,-86.62461,94.707756,-84.9607,86.57658,-81.88038,78.850235,-77.67495,71.32278,-72.79473,63.9733,-67.730606,56.98115,-62.262432,50.291782,-56.42903,43.46983,-50.35335,36.84531,-44.140224,30.81033,-37.5264,24.77273,-30.833212,18.898142,-23.91878,12.937287,-16.979,7.0754266,-10.668735,-8.267415,-11.925646,-14.241578,-18.386408,-20.050354,-25.079021,-26.023169,-31.685163,-32.0708,-38.235157,-38.040787,-44.56866,-44.622993,-50.801968,-51.267094,-56.58306,-58.225323,-62.50904,-65.31936,-68.005486,-72.35454,-73.06156,-79.807816,-77.71814,-87.45894,-81.72124,-95.676094,-84.88666,-104.396065,-86.32544,-113.03717,-85.18087,-119.49275,-80.68832,-122.085915,-72.71916,-122.00277,-63.65594,-120.537994,-55.04558,-118.191666,-46.583916,-115.573746,-38.572704,-112.67137,-30.308544,-109.24372,-22.314001,-105.56557,-14.765156,-100.982956,-7.72831,-94.814644,-1.7300841,-87.5059,2.6370275,-79.16573,5.2690854,-71.15996,7.1545954,-75.40908,10.833626,-80.36186,14.182538,-84.98151,18.051453,-88.605034,22.522326,-91.1793,27.519258,-92.367035,32.76862,-91.47042,38.66709,-88.827415,43.947514,-85.280655,48.967712,-81.64206,53.69693,-77.43615,57.828377,-73.20231,61.79256,-68.11603,65.375175,-62.835007,68.049034,-57.354206,70.43309,-51.572124,72.03769,-45.52291,73.1001,-39.59986,72.41027,-35.458878,68.63969,-32.286537,63.837402,-29.671574,58.37699,-27.626192,52.692013,-25.313395,46.956047,-22.621746,41.401756,-19.689064,35.953384,-16.319483,30.622465,-13.104825,25.28524,-9.760097,20.001616,-6.32296,15.707445
Papilio_glaucus,0.01032,6.8326225,5.145847,11.2842,12.302163,14.890756,20.29348,18.477903,28.201324,21.897596,36.050873,24.938747,44.112007,27.912115,52.18998,31.458437,59.887596,36.78544,66.32478,41.00443,73.235,47.246002,76.78638,54.543026,78.84795,60.559357,78.69823,67.87855,76.82366,74.9984,80.80022,79.942795,86.76202,85.544205,90.354385,84.561005,84.69292,79.62146,77.63757,74.30286,70.70964,72.774254,63.31985,75.62671,56.248127,77.41981,49.097,79.80848,41.562447,81.219574,33.860195,81.019585,25.924316,80.252464,17.803234,76.98723,9.952923,72.41657,2.954458,66.80888,-3.0054967,73.68013,-5.12005,80.41036,-8.264765,85.519394,-13.358135,89.647736,-19.467394,92.91761,-26.21281,95.56405,-33.249935,97.75321,-40.347874,99.848434,-47.60148,102.132065,-54.856926,104.47689,-62.119205,106.63356,-69.39873,108.06451,-76.945305,105.941956,-83.71661,98.673706,-85.81814,90.699394,-85.726616,83.04305,-84.255264,75.84898,-81.66305,69.055214,-78.3259,62.49042,-74.45556,56.130806,-70.15778,49.78561,-65.597244,43.673225,-60.910202,37.530712,-56.041416,31.769848,-50.727036,26.201357,-45.28491,20.86033,-39.662006,15.86825,-33.70069,11.189151,-27.509628,6.562993,-21.462236,-5.8229556,-21.008362,-10.870399,-26.444866,-15.680787,-32.731125,-20.677656,-38.849,-26.032917,-44.502438,-31.645615,-50.0836,-37.46146,-55.339653,-43.495495,-60.26605,-49.665806,-65.061485,-55.990105,-69.77435,-62.570145,-74.124435,-69.10172,-78.0526,-75.99383,-81.380394,-83.21451,-84.08021,-90.87632,-85.75776,-98.83861,-86.054016,-105.76231,-83.5902,-108.4201,-77.304436,-107.33274,-69.78725,-105.07803,-62.425632,-102.66232,-55.01322,-100.3911,-47.88897,-98.34662,-40.595997,-96.319824,-33.19581,-93.61617,-26.031181,-90.65611,-19.124887,-86.813416,-12.699977,-81.2053,-7.5878434,-74.070175,-4.7801785,-67.14384,-2.650952,-72.31412,3.4400709,-77.078896,10.240833,-80.46222,17.86506,-80.91869,25.690346,-81.15443,33.677677,-80.15733,41.45944,-77.43447,48.746235,-76.46785,56.695045,-72.83931,63.27119,-74.67241,70.92907,-79.221664,77.73911,-83.61665,84.71589,-84.04064,90.08948,-79.011444,86.31374,-73.68294,80.42402,-66.73937,78.109825,-59.81429,79.10742,-53.3743,79.022316,-46.434082,76.68184,-40.774284,72.48495,-36.376446,65.79928,-32.30572,58.744267,-28.40301,51.21283,-24.766373,43.84925,-21.660091,35.956814,-18.284279,28.586603,-14.974021,20.659458,-11.420059,12.806477,-6.8306394,6.2521725
Graphium_eurypylus,0.004838,8.73687,24.46972,11.221014,30.130272,12.993604,36.253654,15.104227,42.3168,17.618052,48.21155,20.6681,53.72083,24.690954,58.701786,29.334394,63.00311,34.219532,67.12769,38.71767,71.575,42.507908,76.78698,46.433666,81.97621,51.375507,85.98243,57.45669,87.044044,63.446606,86.16019,68.49556,82.96593,72.69685,79.341866,74.70189,73.65936,76.61039,68.06448,79.126686,62.711166,80.02441,56.71383,80.6709,50.545643,81.89097,44.324493,82.8105,37.945515,83.153534,31.43846,82.48814,25.23934,80.137024,19.541975,76.45768,14.704335,71.56265,10.707169,67.44647,6.732674,74.60768,3.18741,81.435715,-1.324485,86.49205,-7.880097,89.84272,-15.729266,91.855934,-24.056181,92.259895,-32.86462,92.43049,-41.78297,92.79607,-50.518814,94.25835,-59.078075,96.77598,-67.302315,99.57658,-75.33359,101.60998,-83.653595,101.731064,-92.26646,97.46813,-97.96843,89.742805,-98.23834,81.730774,-95.69382,74.05936,-91.77984,66.847885,-87.285065,59.99064,-82.18011,53.38554,-76.47286,47.18342,-70.39778,41.209164,-64.10617,35.42688,-57.69276,29.775661,-51.24929,24.791273,-44.245853,20.323978,-36.981068,16.019665,-29.448061,12.35695,-21.730732,8.529514,-14.822088,-9.210038,-14.906748,-13.042989,-22.39021,-16.636742,-30.051086,-20.949808,-37.38923,-25.560228,-44.601204,-30.649305,-51.476746,-36.244385,-58.025326,-41.999603,-64.57919,-48.003273,-70.86534,-54.298016,-76.92217,-61.01291,-82.58081,-67.82822,-87.42804,-75.05124,-91.90708,-82.713715,-95.686966,-90.621666,-98.14868,-97.96361,-97.251915,-101.63432,-91.06658,-101.44257,-82.54005,-99.22072,-74.431725,-96.70981,-66.7793,-93.95138,-58.67584,-92.447174,-50.080433,-92.04898,-41.176453,-91.9183,-32.23427,-91.13738,-23.55223,-89.21677,-15.136824,-85.54011,-7.5626636,-80.53546,-1.2902844,-73.738045,3.0669303,-67.346924,7.168489,-71.94377,10.879407,-76.63403,14.859332,-80.38329,19.744871,-82.20164,25.617308,-83.11448,31.873344,-82.60437,38.26704,-81.97194,44.565308,-80.22107,50.497665,-80.33294,56.569645,-79.12717,62.342724,-76.32767,67.70885,-75.19814,73.86429,-72.431656,78.96033,-67.9109,82.8245,-62.627007,85.633385,-56.367146,86.355255,-50.519703,84.6511,-45.815083,80.4336,-41.91171,75.27727,-37.996616,70.325966,-33.656307,65.683235,-28.954405,61.48943,-24.436857,56.83374,-20.661486,51.67119,-17.527105,46.226578,-14.96729,40.44184,-12.981115,34.350822,-11.3601,28.110546,-8.453891,23.242237
